comp17511,GO:0005739,AT4G13650.1
comp17651,GO:0005886;GO:0005886,AT2G41820.1
comp17772,GO:0005737;GO:0005886;GO:0005829;GO:0009506,AT5G47010.1
comp18064,GO:0005634;GO:0005829,AT1G01960.1
comp18226,GO:0005794,AT4G23490.1
comp182303,GO:0005576,AT2G25240.1
comp1832,GO:0005634,AT1G30950.1
comp18356,GO:0005739,AT4G39530.1
comp191696,GO:0005739,AT1G15480.1
comp193309,GO:0005634,AT1G05440.1
comp19639,GO:0005737,AT1G27170.2
comp19850,GO:0005634,AT5G43760.1
comp20198,GO:0005634,AT1G26330.2
comp203708,GO:0005737,AT3G15810.1
comp204864,GO:0005576,AT5G24070.1
comp208986,GO:0005737,AT1G63740.1
comp20924,GO:0005886;GO:0005886;GO:0005886,AT3G19300.1
comp220052,GO:0005576,AT5G22020.1
comp2216,GO:0005634,AT5G52800.2
comp22176,GO:0005886;GO:0005886,AT5G46330.1
comp22377,GO:0005737;GO:0046686;GO:0009651,AT2G46280.3
comp2279,GO:0005739;GO:0005774,AT1G13040.1
comp230288,GO:0009507,AT5G44785.2
comp23125,GO:0005739,AT1G50270.1
comp231369,GO:0005739,AT2G22070.1
comp233872,GO:0009507,AT3G25220.1
comp23654,GO:0005634,AT1G16800.1
comp24111,GO:0005737;GO:0009506,AT5G23110.1
comp24130,GO:0005739,AT3G50430.1
comp24331,GO:0005886,AT5G21090.1
comp2450,GO:0005739,AT5G16520.1
comp24536,GO:0005634;GO:0005829,AT2G23070.1
comp246435,GO:0009507,AT5G19730.1
comp24761,GO:0005737;GO:0046686;GO:0005774;GO:0005886;GO:0005886;GO:0009507;GO:0009506;GO:0005794,AT4G20890.1
comp249172,GO:0005737,AT3G25900.2
comp249938,GO:0005634,AT5G60040.2
comp250443,GO:0005739,AT2G22070.1
comp251965,GO:0005737,AT5G63870.2
comp25234,GO:0005634,AT5G59830.2
comp254757,GO:0005739,AT1G68890.1
comp255454,GO:0005739,AT1G68930.1
comp25699,GO:0005737,AT4G27260.1
comp25950,GO:0005739,AT1G05670.2
comp260013,GO:0005739,AT1G06270.1
comp26204,GO:0005634,AT3G45900.1
comp26587,GO:0005576,AT2G27690.1
comp26678,GO:0005739,AT2G35030.1
comp267002,GO:0005634;GO:0009506,AT2G19120.1
comp267608,GO:0009507,AT5G22860.1
comp26884,GO:0005739,AT3G29230.1
comp269519,GO:0009507,AT1G09080.2
comp270961,GO:0005886,AT3G09540.1
comp27264,GO:0005739,AT2G22070.1
comp27273,GO:0005634;GO:0009507,AT4G14970.1
comp273507,GO:0005634,AT5G52800.3
comp27426,GO:0009507;GO:0009941;GO:0009507;GO:0009570;GO:0009570,AT1G24360.1
comp274773,GO:0005739,AT1G05670.2
comp276086,GO:0009507;GO:0009506,AT1G48090.1
comp27741,GO:0005739,AT5G12100.1
comp278506,GO:0005739,AT5G65560.1
comp27969,GO:0005634,AT4G19020.1
comp28071,GO:0005739,AT1G06710.1
comp280912,GO:0005737,AT3G52490.1
comp281137,GO:0005739,AT5G11310.1
comp287547,GO:0005739,AT1G05670.2
comp288882,GO:0009507,AT3G57430.1
comp29118,GO:0005634,AT5G27920.1
comp292126,GO:0005737;GO:0005829,AT5G51970.2
comp296084,GO:0005576,AT5G10770.1
comp297133,GO:0005634,AT5G02880.1
comp297162,GO:0009507,AT1G52560.1
comp297202,GO:0005739,AT3G29230.1
comp298019,GO:0005886;GO:0005886,AT4G02050.1
comp298355,GO:0005886;GO:0005886,AT4G21390.1
comp298666,GO:0005737,AT5G43810.2
comp299373,GO:0005886,AT1G67720.1
comp30037,GO:0005634,AT1G16800.1
comp300636,GO:0005739,AT4G02750.1
comp30137,GO:0005739,AT3G02010.1
comp30277,GO:0005739;GO:0005739;GO:0016020,ATMG00510.1
comp305971,GO:0005739,AT3G18020.1
comp30663,GO:0005737;GO:0009506,AT5G23110.1
comp306849,GO:0005739,AT4G37170.1
comp306995,GO:0005739,AT5G61990.1
comp308062,GO:0005634,AT3G03130.1
comp310187,GO:0005576,AT5G56870.1
comp311370,GO:0005634,AT2G33540.1
comp31290,GO:0005794,AT2G34250.2
comp31397,GO:0005737,AT3G25900.1
comp31440,GO:0005576,AT2G36710.1
comp31673,GO:0005634,AT1G08125.1
comp31702,GO:0005739;GO:0005886;GO:0016020,AT5G15680.1
comp317385,GO:0005737,AT1G65450.1
comp31751,GO:0009507;GO:0009507;GO:0009535;GO:0009507;GO:0009534;GO:0009941,AT4G27700.1
comp31755,GO:0005576,AT5G42510.1
comp31763,GO:0005886,AT2G24130.1
comp31784,GO:0005634;GO:0005634;GO:0022626;GO:0022626,AT2G32060.3
comp318002,GO:0005886,AT5G24600.1
comp31801,GO:0005739,AT5G63620.1
comp318210,GO:0005634;GO:0005886,AT5G12080.3
comp31829,GO:0005634,AT1G08290.1
comp31860,GO:0005737;GO:0048046,AT4G39330.1
comp319165,GO:0005886;GO:0005886,AT4G02050.1
comp32044,GO:0005634,AT1G72430.1
comp32130,GO:0005634,AT5G27810.1
comp32147,GO:0005634,AT1G48360.2
comp32158,GO:0005737;GO:0009579;GO:0005634;GO:0046686;GO:0042742;GO:0005774;GO:0005886;GO:0009507;GO:0048046;GO:0005829;GO:0009506;GO:0005794,AT3G16640.1
comp3215,GO:0009507,AT5G44785.1
comp32174,GO:0005886,AT5G53190.1
comp32188,GO:0005634;GO:0005829,AT5G20600.1
comp32192,GO:0005739,AT1G18270.3
comp32226,GO:0005739;GO:0009579;GO:0009507;GO:0046686;GO:0005739,AT5G14780.1
comp32318,GO:0005739,AT2G33820.1
comp32418,GO:0009507,AT5G44230.1
comp32465,GO:0005739,AT1G12775.1
comp32467,GO:0005739,AT5G16860.1
comp32481,GO:0005634,AT1G18090.2
comp32485,GO:0005886,AT1G71870.1
comp32550,GO:0005576,AT5G60020.1
comp32553,GO:0005737,AT5G53970.1
comp32680,GO:0009507;GO:0009507;GO:0009570;GO:0005777;GO:0009507;GO:0009570;GO:0009570;GO:0005829,AT2G31670.1
comp32705,GO:0005886;GO:0005886,AT3G55550.1
comp32705,GO:0005886,AT1G07460.1
comp32750,GO:0009507;GO:0046686;GO:0016020;GO:0009507;GO:0005829;GO:0009506,AT3G15730.1
comp32768,GO:0009507;GO:0005730;GO:0022626;GO:0005618;GO:0005829;GO:0005794,AT3G60770.1
comp32864,GO:0005886,AT3G12360.1
comp328974,GO:0009507;GO:0009570,AT1G74030.1
comp329070,GO:0005634,AT3G09660.1
comp32917,GO:0009507;GO:0009507,AT2G48070.2
comp329327,GO:0005576;GO:0005773,AT4G12290.1
comp329462,GO:0005739,AT2G13600.1
comp329941,GO:0005739,AT2G19280.2
comp33002,GO:0009507,AT1G67660.2
comp33006,GO:0005739;GO:0005886;GO:0016020,AT5G15680.1
comp33056,GO:0005886;GO:0046658,AT3G58100.1
comp330639,GO:0009507,AT3G12770.1
comp330647,GO:0005737,AT2G25050.1
comp33094,GO:0005634,AT5G04560.1
comp33118,GO:0005794,AT3G09440.2
comp33124,GO:0005634;GO:0005829,AT3G49470.1
comp331482,GO:0005634,AT5G22750.1
comp332096,GO:0005634,AT4G15890.1
comp332216,GO:0005886,AT3G48570.1
comp332468,GO:0005739,AT2G33760.1
comp33259,GO:0005737;GO:0009507;GO:0005829,AT4G32520.2
comp332601,GO:0005634,AT2G19390.1
comp3326,GO:0005576;GO:0005886,AT5G60710.1
comp332775,GO:0005739,AT5G39710.1
comp33338,GO:0005737,AT3G20890.1
comp33352,GO:0005634,AT2G35360.1
comp33354,GO:0005634,AT3G20800.1
comp33363,GO:0005634,AT5G12180.1
comp33367,GO:0005634,AT2G41835.1
comp33377,GO:0005737;GO:0046686;GO:0005886,AT1G75280.1
comp33383,GO:0005634,AT2G38670.1
comp33384,GO:0009507;GO:0009941;GO:0009535;GO:0016020;GO:0009507;GO:0009941,AT5G16660.1
comp33393,GO:0005886,AT4G26466.1
comp33412,GO:0005634,AT5G20510.1
comp334416,GO:0005886,AT1G22540.1
comp334416,GO:0005886,AT3G54450.1
comp33442,GO:0009507;GO:0009507,AT5G65780.1
comp33448,GO:0005737;GO:0005829,AT5G41950.1
comp33449,GO:0005634;GO:0005886;GO:0005829,AT3G53110.1
comp33464,GO:0005576,AT4G23930.1
comp33473,GO:0005886;GO:0009507;GO:0005773;GO:0005773;GO:0005774;GO:0005829;GO:0005794,AT1G20260.1
comp33482,GO:0005777,AT1G76150.1
comp33487,GO:0005576;GO:0005886;GO:0005886,AT3G44150.1
comp33488,GO:0009507;GO:0009507;GO:0005829,AT5G16440.1
comp33503,GO:0005576;GO:0009941;GO:0009507;GO:0005773;GO:0005774;GO:0005886;GO:0016020;GO:0005886;GO:0009506,AT1G30360.1
comp335040,GO:0005739,AT4G02750.1
comp33515,GO:0009507;GO:0009570;GO:0009507,AT5G66090.1
comp33521,GO:0005634,AT5G08290.1
comp33526,GO:0005737;GO:0009507;GO:0005773;GO:0005730;GO:0022626;GO:0022626;GO:0005774;GO:0005886;GO:0005829;GO:0005794,AT2G18020.1
comp335323,GO:0005737,AT5G09550.1
comp33536,GO:0009507,AT2G36250.2
comp33539,GO:0005737;GO:0016020,AT2G34470.1
comp33541,GO:0005576,AT5G61750.1
comp33558,GO:0005886;GO:0005829;GO:0009506;GO:0005794,AT5G19440.1
comp33590,GO:0009507,AT5G23190.1
comp33596,GO:0005886,AT1G80660.2
comp33600,GO:0005737,AT5G53300.4
comp33602,GO:0009507;GO:0009941;GO:0009507;GO:0009570;GO:0009507,AT1G11430.1
comp33606,GO:0005634,AT4G38180.1
comp33622,GO:0005886,AT1G71900.1
comp33623,GO:0005634,AT1G10020.1
comp33625,GO:0005576,AT3G05910.1
comp33633,GO:0005634,AT1G70480.1
comp33637,GO:0005634,AT2G42780.1
comp33639,GO:0005576;GO:0005794,AT5G42260.1
comp33647,GO:0005634,AT5G06830.1
comp33648,GO:0005886;GO:0005829,AT3G50000.1
comp33650,GO:0009507,AT4G01000.1
comp33652,GO:0005576,AT4G30320.1
comp33654,GO:0005634,AT4G27745.1
comp33667,GO:0009506,AT1G01820.1
comp33670,GO:0005634,AT3G63390.1
comp33673,GO:0005739,AT1G62350.1
comp33676,GO:0009507;GO:0009507,AT5G47860.1
comp33686,GO:0009507;GO:0031977;GO:0009579;GO:0009507;GO:0009535;GO:0009507,AT5G13410.1
comp33692,GO:0005634,AT5G14170.1
comp33693,GO:0005634;GO:0009507,AT3G09250.1
comp33695,GO:0005739,AT4G39870.2
comp33707,GO:0005634,AT2G24260.1
comp33719,GO:0005794,AT2G26100.1
comp33723,GO:0005634,AT4G32870.1
comp33726,GO:0005634;GO:0005730;GO:0005829;GO:0009506,AT3G57150.1
comp33729,GO:0005739,AT5G51740.1
comp33734,GO:0005634,AT5G09310.1
comp33754,GO:0005634,AT3G19650.1
comp33761,GO:0005634,AT4G07400.1
comp33768,GO:0005634,AT5G14390.1
comp33774,GO:0005739,AT5G23550.1
comp33775,GO:0009507;GO:0005773,AT5G19860.1
comp33783,GO:0009507;GO:0005769,AT3G54840.1
comp33810,GO:0005739,AT5G43430.1
comp33813,GO:0005634,AT3G03940.1
comp33836,GO:0005634,AT1G67580.2
comp33844,GO:0005739,AT1G15480.1
comp33846,GO:0005794,AT5G58030.1
comp33849,GO:0005634,AT5G49710.3
comp33854,GO:0005737,AT2G33700.1
comp33860,GO:0005737,AT5G37930.1
comp33861,GO:0005634,AT1G73830.2
comp33865,GO:0005634,AT5G35330.3
comp33869,GO:0005634,AT2G46410.1
comp3386,GO:0005739,AT1G77340.1
comp33890,GO:0005829,AT2G40600.1
comp33905,GO:0005634,AT1G14400.2
comp339106,GO:0009507,AT2G36700.1
comp33916,GO:0005886;GO:0005886,AT3G06035.1
comp33920,GO:0009507;GO:0005886;GO:0009506,AT3G57030.1
comp339276,GO:0005739,AT3G61360.1
comp33934,GO:0005886,AT2G26870.1
comp33949,GO:0005737,AT4G37608.1
comp33972,GO:0005634,AT2G14760.1
comp33987,GO:0005886,AT5G11970.1
comp340183,GO:0009507,AT3G57430.1
comp34047,GO:0005634,AT5G13810.1
comp34049,GO:0009507,AT1G50575.1
comp34056,GO:0005829,AT1G18480.1
comp34058,GO:0005739,AT1G15480.1
comp34063,GO:0005737;GO:0005829,AT5G23290.1
comp34085,GO:0005739;GO:0009651;GO:0005794,AT5G20080.1
comp34104,GO:0005634,AT3G07200.2
comp34115,GO:0005576,AT5G55050.1
comp34126,GO:0005737,AT2G35795.1
comp34144,GO:0005737;GO:0005886;GO:0022626;GO:0005618;GO:0005774;GO:0016020;GO:0005829;GO:0009506;GO:0005794,AT1G34030.1
comp34148,GO:0005737,AT3G01850.2
comp341512,GO:0005739,AT3G49142.1
comp341530,GO:0005576,AT3G53950.1
comp34153,GO:0005576;GO:0005773;GO:0005773,AT2G35780.1
comp34154,GO:0009507,AT4G28025.2
comp34171,GO:0005886;GO:0046658;GO:0005886,AT2G01630.1
comp34179,GO:0005886,AT1G77690.1
comp34183,GO:0005794,AT1G67410.1
comp34204,GO:0005634;GO:0005886,AT5G12080.3
comp34208,GO:0009507;GO:0009941;GO:0009535;GO:0009507,AT1G74640.1
comp34213,GO:0005737;GO:0005829,AT1G66080.1
comp34215,GO:0005794,AT2G32580.1
comp342488,GO:0005739,AT3G24000.1
comp3424,GO:0005739,AT2G13600.1
comp342619,GO:0005739;GO:0005739;GO:0009651,AT5G47030.1
comp34263,GO:0005886,AT1G67900.3
comp34271,GO:0005739,AT3G45740.1
comp34294,GO:0005634,AT1G73880.1
comp34296,GO:0009507;GO:0009941;GO:0009941;GO:0009507;GO:0009507;GO:0009941,AT3G57280.1
comp34314,GO:0005634,AT5G25220.2
comp343163,GO:0005634,AT4G24210.1
comp34318,GO:0009507,AT5G11280.1
comp34327,GO:0009507,AT5G53530.1
comp34335,GO:0005634,AT5G47830.1
comp34366,GO:0005634,AT1G04230.1
comp34369,GO:0009507,AT4G17940.1
comp343786,GO:0005634,AT3G19590.1
comp34379,GO:0009507;GO:0005773;GO:0005773;GO:0000325;GO:0005774;GO:0016020;GO:0009506,AT1G53210.1
comp343910,GO:0005739,AT4G11690.1
comp34410,GO:0005737,AT1G04130.1
comp34414,GO:0005737,AT2G21510.1
comp34421,GO:0005634;GO:0005829,AT5G18620.2
comp344307,GO:0005576,AT1G05260.1
comp34446,GO:0005634;GO:0005886,AT3G22750.1
comp34457,GO:0005576,AT5G17610.1
comp344649,GO:0005739,AT5G39350.1
comp34476,GO:0005739;GO:0009941;GO:0009941;GO:0005773;GO:0005886;GO:0005774;GO:0009507;GO:0009941,AT5G24650.1
comp34487,GO:0005737;GO:0005886,AT1G10200.1
comp34508,GO:0005634,AT3G17950.1
comp34512,GO:0005634,AT1G15860.2
comp345191,GO:0005886,AT1G20575.1
comp34522,GO:0005634,AT1G02680.1
comp34550,GO:0005794,AT1G22180.2
comp34552,GO:0005576,AT1G56670.1
comp34558,GO:0005886,AT1G28390.1
comp34574,GO:0005634,AT2G44580.1
comp345786,GO:0005576,AT4G37030.1
comp34595,GO:0005576,AT1G65295.1
comp34617,GO:0005737;GO:0005777,AT3G15290.1
comp34618,GO:0005737;GO:0005829,AT5G08570.1
comp34663,GO:0009507;GO:0005634;GO:0005829,AT2G40290.1
comp34669,GO:0005739;GO:0005886;GO:0016020,AT5G15680.1
comp34676,GO:0005737,AT1G28120.1
comp34680,GO:0005886;GO:0005618;GO:0005886;GO:0048046;GO:0005829;GO:0009506;GO:0005794,AT1G78830.1
comp34683,GO:0009507,AT3G48200.1
comp34686,GO:0005634,AT2G36720.1
comp34787,GO:0005634;GO:0005774,AT5G10350.1
comp34821,GO:0005739;GO:0005886,AT3G19540.1
comp348270,GO:0005739,AT1G03560.1
comp34924,GO:0005634,AT5G57990.1
comp34929,GO:0005737;GO:0009507;GO:0005773;GO:0005730;GO:0022626;GO:0022626;GO:0005774;GO:0005829;GO:0009506;GO:0005794,AT4G27090.1
comp34993,GO:0005634,AT5G28690.1
comp35004,GO:0005737,AT5G59890.2
comp35004,GO:0005737;GO:0046686;GO:0005886;GO:0009507;GO:0005829;GO:0009506,AT5G59880.1
comp35025,GO:0005737,AT4G12710.1
comp35047,GO:0005886,AT2G14520.1
comp35113,GO:0005739;GO:0009507;GO:0005524;GO:0005739,AT5G03290.1
comp35129,GO:0005634,AT5G42290.1
comp35189,GO:0005576;GO:0046658,AT5G10080.1
comp35222,GO:0005634;GO:0005829,AT1G15790.2
comp35232,GO:0005737,AT3G17920.2
comp35232,GO:0005737,AT1G48540.1
comp35245,GO:0005739,AT1G74630.1
comp35259,GO:0005576,AT5G42930.1
comp35280,GO:0005739,AT5G01110.1
comp35380,GO:0005737;GO:0005618;GO:0016020;GO:0009651,AT1G50010.1
comp35382,GO:0005634,AT1G53490.1
comp35389,GO:0005739,AT3G09040.1
comp35400,GO:0005737,AT3G23390.1
comp35447,GO:0005634,AT5G42340.1
comp35468,GO:0009507,AT5G44230.1
comp35521,GO:0005739,AT1G71060.1
comp35522,GO:0005794;GO:0005886,AT5G16910.1
comp35530,GO:0009507,AT4G18750.1
comp355320,GO:0005739,AT1G06710.1
comp35594,GO:0005634,AT4G08350.1
comp356287,GO:0005634,AT5G49470.1
comp356851,GO:0005576,AT1G56710.1
comp356916,GO:0009507;GO:0009506,AT1G48090.1
comp35736,GO:0005739,AT2G13600.1
comp35738,GO:0005737,AT2G37790.1
comp35808,GO:0005739,AT2G31450.1
comp35837,GO:0005739,AT3G26782.1
comp35893,GO:0005739,AT3G13770.1
comp35893,GO:0005739,AT3G53360.1
comp35909,GO:0005634;GO:0005634;GO:0005634,AT4G36930.1
comp35977,GO:0005739,AT1G63630.1
comp36017,GO:0005886;GO:0005829,AT1G71950.1
comp360732,GO:0005634,AT2G21450.1
comp36078,GO:0009507,AT2G23790.1
comp36146,GO:0009507;GO:0009507;GO:0009295;GO:0009507,AT5G51100.1
comp3615,GO:0009507,AT5G19730.1
comp36182,GO:0005634,AT4G27860.2
comp36193,GO:0005576;GO:0009507;GO:0048046,AT1G26560.1
comp36203,GO:0009507,AT2G29760.1
comp36266,GO:0005886;GO:0005886;GO:0005886,AT1G01540.2
comp362737,GO:0005737,AT3G10340.1
comp363485,GO:0005634,AT2G43500.2
comp36364,GO:0005634,AT4G01790.1
comp363688,GO:0005737;GO:0005618;GO:0016020;GO:0009651,AT1G50010.1
comp36400,GO:0009507;GO:0022626;GO:0022626;GO:0005618;GO:0005886;GO:0005829,AT1G48830.2
comp36421,GO:0005737,AT3G19050.1
comp36504,GO:0009507,AT5G22450.1
comp36508,GO:0005886,AT3G55950.1
comp36555,GO:0005829,AT3G23490.1
comp36557,GO:0005576;GO:0048046,AT1G79720.1
comp36595,GO:0005886,AT3G47110.1
comp36618,GO:0005886,AT3G26940.1
comp36665,GO:0005576,AT1G22690.3
comp36672,GO:0009507,AT1G04630.1
comp36695,GO:0005634,AT5G44010.1
comp36706,GO:0005634,AT4G05460.1
comp36730,GO:0005739,AT1G65880.1
comp36747,GO:0005634,AT5G24280.1
comp36770,GO:0005634,AT5G22350.1
comp36776,GO:0009507;GO:0009941;GO:0009507;GO:0009507;GO:0009570,AT4G31530.1
comp36813,GO:0005739,ATMG00810.1
comp36845,GO:0005576,AT1G47980.1
comp36850,GO:0005634,AT3G02820.1
comp36863,GO:0005737;GO:0005794,AT5G23860.2
comp36907,GO:0009507,AT5G51010.1
comp36970,GO:0005737,AT2G25050.1
comp36972,GO:0005886;GO:0005886,AT3G53960.1
comp37001,GO:0005829,AT3G06810.1
comp37101,GO:0005576;GO:0005886,AT5G60710.1
comp37108,GO:0005737,AT1G78550.1
comp37108,GO:0005737,AT3G21420.1
comp37110,GO:0005739,AT1G03560.1
comp37122,GO:0022626;GO:0005886,AT4G25890.1
comp37149,GO:0005739,AT2G13600.1
comp37189,GO:0005737,AT1G65450.1
comp37200,GO:0005886,AT1G05840.1
comp372104,GO:0005634,AT5G57670.2
comp372131,GO:0005886,AT4G10850.1
comp37220,GO:0005739,AT1G77360.1
comp372239,GO:0005576;GO:0005618,AT3G19620.1
comp372540,GO:0005634;GO:0009507,AT4G23810.1
comp372719,GO:0005737,AT1G65560.1
comp372814,GO:0005634,AT5G18590.2
comp372990,GO:0005739,AT4G02750.1
comp37311,GO:0005773;GO:0005739;GO:0005773;GO:0005774;GO:0005886;GO:0016020;GO:0009507;GO:0009506;GO:0005794,AT5G61790.1
comp373234,GO:0005739,AT3G50430.1
comp373249,GO:0005737;GO:0046686;GO:0005829,AT5G42740.1
comp37328,GO:0009507;GO:0009579;GO:0009570;GO:0009507;GO:0009570;GO:0009570;GO:0009941,AT1G78630.1
comp37339,GO:0005739,AT5G02860.1
comp37346,GO:0005739,AT2G03880.1
comp373486,GO:0005634;GO:0009941;GO:0009941;GO:0005774;GO:0009507;GO:0009941,AT2G44640.1
comp37384,GO:0005634,AT3G10180.1
comp37399,GO:0005634,AT1G79915.1
comp374049,GO:0005739,AT5G65560.1
comp37412,GO:0005739;GO:0016020,AT3G12260.1
comp37418,GO:0005737,AT5G04460.2
comp37428,GO:0005739,AT5G46100.1
comp374296,GO:0005739,AT4G02750.1
comp37432,GO:0005739,AT4G37170.1
comp37451,GO:0009507;GO:0009941;GO:0009507;GO:0009535;GO:0009570;GO:0009507;GO:0009570;GO:0009570;GO:0009941,AT1G16880.1
comp37458,GO:0005737;GO:0005773,AT4G14800.1
comp374663,GO:0005739,AT1G63230.1
comp37489,GO:0005634,AT4G15890.1
comp37507,GO:0005737;GO:0005773,AT5G55400.1
comp37521,GO:0005886;GO:0002764;GO:0019199,AT5G20480.1
comp37536,GO:0005739,AT1G30290.1
comp375414,GO:0005739,AT1G03540.1
comp375546,GO:0005634;GO:0005886;GO:0005829,AT4G16340.1
comp37560,GO:0005886,AT1G69230.2
comp37595,GO:0005634,AT3G57540.1
comp37613,GO:0005737,AT3G63480.1
comp376176,GO:0005886,AT1G74360.1
comp376264,GO:0005886;GO:0005886,AT5G66560.1
comp37638,GO:0005886;GO:0005618;GO:0005618;GO:0005829;GO:0009506,AT5G23400.1
comp376821,GO:0009507,AT5G61580.2
comp37691,GO:0005634;GO:0009507,AT4G10300.1
comp37698,GO:0005739,AT3G02010.1
comp37851,GO:0005737;GO:0009506,AT5G23110.1
comp37877,GO:0005737;GO:0005773;GO:0009506;GO:0005794,AT2G20450.1
comp37956,GO:0005739,AT4G39220.1
comp380007,GO:0005739,AT4G01570.1
comp38008,GO:0005634,AT2G38995.1
comp38023,GO:0005739,AT1G62680.1
comp38027,GO:0005739,AT5G09950.1
comp38040,GO:0005737;GO:0005634;GO:0005774;GO:0005886;GO:0016020;GO:0005886;GO:0048046;GO:0005829;GO:0005794,AT1G79550.2
comp38052,GO:0005794,AT1G33250.1
comp38063,GO:0005739,AT4G20090.1
comp38120,GO:0005634,AT2G26580.2
comp38152,GO:0005737,AT4G01860.2
comp381896,GO:0005634,AT3G08800.1
comp38237,GO:0005634,AT3G10180.1
comp38248,GO:0005576;GO:0005618;GO:0009505,AT1G21670.1
comp38254,GO:0005634;GO:0009506,AT5G49110.1
comp38293,GO:0005634,AT1G72430.1
comp38311,GO:0005737,AT3G03480.1
comp38342,GO:0005737;GO:0005886;GO:0016020;GO:0005886;GO:0005829;GO:0009506,AT1G04690.1
